q_new,q_old,ans_old,label
why cant i do a different drug in my own house if i want to?,why are some prone to drug and alcohol abuse?,some people like to work hard and party hard.0,0
why cant i do a different drug in my own house if i want to?,why is the drug war so different that the same tactics cant be used?,"\the biggest if not only difference is that the war on drugs effects almost exclusively people of color\"" - false since ending prohibition more people in the us have died in alcohol related accidents than all the us citizens killed in all the wars the use has fought. prohibition was quite successful in much of the country+ it lowered crime and deaths except in some areas. may counties and cities remained dry (alcohol free or heavily restricted) long after prohibition ended+ prohibition was ended nationally because it became unpopular.""",0
why cant i do a different drug in my own house if i want to?,why is the drug war so different that the same tactics cant be used?,affected+ liberal school grad0,0
why cant i do a different drug in my own house if i want to?,i was wondering+ in your opinion+ do you think the reason why alcohol is legal and other drugs which arent as harmful+ mind damaging+ and addicting like weed arent is because the government wants some people to become alcoholics so they can become victims? ,not so much+ alcohol is a big money maker for governments <semcol>) governments have no morals or hearts<semcol> money comes before the health of their nation. if alcohol didnt make so much money for them+ itd be banned considering the damage it does probably i guess you could say it keeps society under control in the sense that governments wont ban alcohol as to satisfy the nation who would go mad if they did. and so the people get a false feeling of satisfaction of their government and feel like theyre doing something for them alcohol is more precious to the nation than the other drugs,0
why cant i do a different drug in my own house if i want to?,i was wondering+ in your opinion+ do you think the reason why alcohol is legal and other drugs which arent as harmful+ mind damaging+ and addicting like weed arent is because the government wants some people to become alcoholics so they can become victims? ,none,0
alcoholic+ chain smoking mum?,do alcoholics have drinking days?,i dont know about sipping alcohol for the cravings<semcol> if hes an alcoholic+ why would he settle for sips? as for having drinking days+ surely every day is a drinking day for an alcoholic? if your boyfriend is an alcoholic+ everything and everyone+ including you+ will play second fiddle to alcohol<semcol> his primary concern is where the next drink is coming from. its to be applauded that you are willing to support him to get help+ but the bottom line is that he needs to recognise that he has a problem and want to be helped. if he doesnt have that desire to be free of his addiction+ then no amount of support will do it for him. an old chines proverb says: first the man takes a drink. then the drink takes a drink. then the drink takes the man.,0
alcoholic+ chain smoking mum?,do alcoholics have drinking days?,it sounds to me as though you need a new boyfriend. he obviously loves drink more than he loves you.4,0
alcoholic+ chain smoking mum?,alcoholic drinks list?,15% is a strong alcohol. most wines are 12% to 14%.0,0
alcoholic+ chain smoking mum?,alcoholic drinks list?,smirnoff ice is good+ it&#x27<semcol>s around 5% varying on flavor+ also beer of course which is around 7-9%.0,0
alcoholic+ chain smoking mum?,is my mum and alcoholic?,she seems dependent on alcohol so yeah+ probably.,1
alcoholic+ chain smoking mum?,is my mum and alcoholic?,what does she drink and how big is the bottle?0,1
alcoholic+ chain smoking mum?,is my mum an alcoholic?,sounds like she has a couple problems and alcohol is one of them. you should talk to a school councelor and your dad. the sad thing is the damage to your emotional health she is causing. do the responsible thing and do your best to get yourself out of this situation.,1
alcoholic+ chain smoking mum?,is my mum an alcoholic?,sorry+ but yes it sounds like it.1,1
alcohol: one of gods greatest blessings+ a miracle. agreed?,alcohol consumption leading to miscarriage?,none,0
alcohol: one of gods greatest blessings+ a miracle. agreed?,is alcohol odor noticeable if mixed with water?,well the answer no alchol seeps out youre pours vapors come from youre lungs you can try to cover breath with breath mints excitera gum but alchol comes out of youre body as a vapor cant change mother nature.,0
alcohol: one of gods greatest blessings+ a miracle. agreed?,is alcohol odor noticeable if mixed with water?,yes it would be noticeable. water does nothing to mask the smell especially for something as strong as vodka.2,0
alcohol: one of gods greatest blessings+ a miracle. agreed?,i wanted to just have some alcohol one night with my friends+ would that be bad for me if im 13.  i dont plan to like do it all the time or would i get addicted to it?,you should do it. its fine. everybody has to experince it. doesnt matter what age,0
alcohol: one of gods greatest blessings+ a miracle. agreed?,i wanted to just have some alcohol one night with my friends+ would that be bad for me if im 13.  i dont plan to like do it all the time or would i get addicted to it?,yes its bad and illegal2,0
alcohol: one of gods greatest blessings+ a miracle. agreed?,so now that hes agreed that weed is less dangerous than alcohol are they disagreeing on this too?,none,0
with the use/abuse of alcohol+ the heart is less efficient in the use of nutrients by the heart tissue.?,can you abuse alcohol for 30-40 years every day and not get cerrosis of the liver?,her liver is affected+ 99% guaranteed. this is heavy drinking (and other things like acetaminophen) damage this very resilient organ. if she stops drinking her liver will continue to function. but cirrohsis is not reversable and a terrible way to go... get her to the physician and he will direct her from there.,0
with the use/abuse of alcohol+ the heart is less efficient in the use of nutrients by the heart tissue.?,can you abuse alcohol for 30-40 years every day and not get cerrosis of the liver?,yes. its common in drinkers+ but sometimes not to a dangerous degree. its like lung damage for smokers.0,1
with the use/abuse of alcohol+ the heart is less efficient in the use of nutrients by the heart tissue.?,do you abuse alcohol or do you treat it with the respect it deserves?,a fine wine is like an elegant woman.,0
with the use/abuse of alcohol+ the heart is less efficient in the use of nutrients by the heart tissue.?,do you abuse alcohol or do you treat it with the respect it deserves?,i dont drink or go near alcohol..1,0
with the use/abuse of alcohol+ the heart is less efficient in the use of nutrients by the heart tissue.?,very intrigued into this+ i often believed that only in cases of alcohol abuse by underages that alcohol could have a damaging effect on them+ or is it any alcohol at all that they intake that causes damage to the brain.,its an over simplification to say it simply damages the brain more so than an adults. what the real problem is+ is that it retards the growth and development and hinders the plasticity of the young brain. this basically means that by 26 (when our brains finally stop developing) that a teenager that abused alcohol will have an underdeveloped brain and reduced learning capacity+ as well as reduced knowledge from the time drinking. now+ by how much completely depends on the person+ the gender (males can handle alcohol about 30% better than females+) their weight+ metabolism+ their health besides+ their diet+ their genetics+ etc. as far as at what point+ the general consensus seems to be anything past one shot a day (or one beer) can begin to hinder/hurt a teenagers growth/brain development. now of course for some+ it may be a very very low percentage in overall reduction of quality. like i said+ it depends a ton on each individual...for some+ especially an anemic+ 90 lb female... half a beer might be enough to hinder her development in some way.,0
with the use/abuse of alcohol+ the heart is less efficient in the use of nutrients by the heart tissue.?,very intrigued into this+ i often believed that only in cases of alcohol abuse by underages that alcohol could have a damaging effect on them+ or is it any alcohol at all that they intake that causes damage to the brain.,alcohol is not the best thing when used in excess or frequently. while there is a greater risk of damage not only to your brain but to all of your organs with larger and frequent amounts of alcohol+ any long term use can cause irreparable damage. there are studies that show small amounts of wine in older adults may help them stay healthy. but there is a reason that the legal drinking age is 21. people do not tend to finish developing until after this age. so any amount of alcohol is detrimental to a still developing brain. i will find some citations for this later on today and write another post if possible.0,1
why do alcoholics have bad judgement even when theyre sober?,why are alcoholics so angry all the time and rage ?,because you didnt shut the !@#$ing door!! but seriously - its there are a couple of factors that are involved. there are alteration in brain chemistry. that is to say regular intake becomes addictive. they miss there drink - brain reacts the same way most addicts brains react - anger+ psychosis+ rage and what ever it takes to have a drink. secondly - its the social exclusion. alcoholics tend to be less involved in life around them. lack of daily progress+ an y kind of achievement and exclusion from social life leads on to feeling of anger. alcohol highness these emotion making it easier to over react to problems in burst of anger. as most addictions sense of shame is involved. many alcoholics feel ashamed of there inability to take control or falling off a wagon. mix those and there is your perpetual anger cycle. alcoholic feels shame due to his inability to take control. his brain crave a drink. shame turn to anger in an addicted brain+ blaming people around him. after all+ its easier to shout at others who just exclude him from there lives. unable to deal with this stress he take a drink. emotions are heightened and he is further angered. next day he is ashamed again that he was unable to take control of his life. etc etc. how the sense of shame turn in to random undirected anger is a different question. ... its mostly unconscious.,0
why do alcoholics have bad judgement even when theyre sober?,why are alcoholics so angry all the time and rage ?,@ alcoholic stge they used 2 b in unconsius.mind. their coverd feelngs become free..if you do nythng they dnt lyk+they used to remembr tht due to alcoholic actn..nd try 2 tke rvnge0,0
why do alcoholics have bad judgement even when theyre sober?,why do alcoholics deny they have a problem often?,consumption of alcohol clouds the judgment.,1
why do alcoholics have bad judgement even when theyre sober?,why do alcoholics deny they have a problem often?,none,0
why do alcoholics have bad judgement even when theyre sober?,its a proven fact that marijuana is nothing more then a healthy herb that can cure many diseases including cancer there is nothing unhealthy about it besides the smoke causing lung dammage its a natural plant from the earth so why do some people have hate toards people who smoke weed but at the same time in there eyes alcohol is something ok to do when alcohol is something people shouldnt do it hurts people u can harm other people while drunk and start fights and stuff and kill people black out destroy ur liver and all this when weed does none of this and at the same time having many benefits i mean its even socially acceptable to give children occasionally on certain holidays some whine or something on christmas or thanks giving.,why do dumb potheads always ask this when they know the answer? alcohol has been around for forever as a celabratory thing. weed has been around forever as well but didnt gain popularity the same way. when marijuana got noticed it was associated with blacks and mexicans and was seen as a negative thing because of someone called the white man. they brainwashed people into thinking it made you crazy and stupid and able to commit murder while being high. stupid? yes. sadly some people are still brainwashed and think its bad and that its a gateway drug(i think alcohol is more of a gateway drug if you ask me). it can be to morons who are dumb enough to want to do hard drugs. but most are just content with good ol harmless maryjane. like myself. have a good day. p.s. weed does not cure cancer...it helps with the symptoms of chemotherapy. if it cured cancer then it would. but it doesnt+ just a helpful herb. bob marley died of cancer and pot didnt save him. and it doesnt hurt your lungs. ive smoked for years and dont even have a smokers cough. look into better sources,0
why do alcoholics have bad judgement even when theyre sober?,its a proven fact that marijuana is nothing more then a healthy herb that can cure many diseases including cancer there is nothing unhealthy about it besides the smoke causing lung dammage its a natural plant from the earth so why do some people have hate toards people who smoke weed but at the same time in there eyes alcohol is something ok to do when alcohol is something people shouldnt do it hurts people u can harm other people while drunk and start fights and stuff and kill people black out destroy ur liver and all this when weed does none of this and at the same time having many benefits i mean its even socially acceptable to give children occasionally on certain holidays some whine or something on christmas or thanks giving.,with alcahol+ there is a limit. well at least if your driving or whatever. but+ you can usually control yourself with alcahol more than you could with weed. weed is addictive. even though alcahol can be too+ weed is more of a feel to need it all the time.0,0
why do alcoholics have bad judgement even when theyre sober?,why do people think alcohol and drugs are bad?,we need to legalize freedom.,0
why do alcoholics have bad judgement even when theyre sober?,why do people think alcohol and drugs are bad?,even stevie wonder can see your an idiot4,0
what does alcohol do to your pancreas?,what does alcohol do to your body?,alcohol and the blood: extended alcohol abuse can cause blood conditions including several forms of anemia and blood clotting abnormalities. these conditions could result in susceptibility to bleeding and bruising. prolonged alcohol use can also impair white blood cell function and thus makes the abuser more likely to become infected. alcohol and the brain: please see our separate page about the effects of how alcohol affects the brain. alcohol and the esophagus: half the cancers in the esophagus+ larynx and mouth are linked to alcohol. additionally+ intense vomiting from excessive drinking can tear the esophogus. alcohol and the heart: excessive and prolonged alcohol consumption can cause contribute to conditions such as high blood pressure+ heart disease and heart failure. social drinkers who binge can get irregular heartbeats from their alcoholic habits. alcohol and the joints and muscles: osteoporosis and and some forms of arthritis can be advanced by alcohol abuse. further+ alcohol can lead to muscle atrophy+ which can cause sharp muscle pain and weakness. alcohol and the kidneys: prolonged heavy drinking can cause kidney failure. the primary functions of kidneys are to regulate the composition and volume of the fluids and electrolytes circulating through the body. the kidneys regulate water+ acid/base balance+ certain hormones and minerals (calcium+ potassium+ sodium+ etc.) in the body. alcohol can influence or compromise the balancing functions of the kidneys+ and thus can cause severe consequences on kidney function and thus the body. alcohol and the liver: cirrhosis is a buildup of scar tissue that changes the structure of the liver and blocks blood flow. cirrhosis can be causeed by alcoholic hepatitis+ which is+ of course+ caused by overdrinking. cirrhosis can cause varicose veins+ which can rupture and potentially triggering internal bleeding. alcohol and the lungs: heavy drinkers are more susceptible to pneumonia and lung collapse+ and also have more pulmonary infections. alcohol and the pancreas: alcohol can reduce the amount of digestive enzymes secreted by the pancreas+ thereby inflaming and leaking digestive enzymes+ which subsequently attack the pancreas itself. alcohol and the reproductive system: because of alcohols affects on the brain and alcohols effects on the kidneys+ hormonal production is affected. in men+ this could mean that the production of sperm and testosterone are affected+ and that can lead to impotence and/or infertility. in women+ estrogen metabolism in the liver can be decreased+ which boost estrogen levels in the body. these changes can contribute to menstrual irregularities and potentially infertility. http://www.bloodalcohol.info/how-alcohol    hope i helped.,1
what does alcohol do to your pancreas?,what does alcohol do to your body?,it pickles your kidneys dehydrates your body and brain (why you feel drunk) affects mental health severely slows down performance of organs kills you if taken too much0,0
what does alcohol do to your pancreas?,what alcohol do you recommend?,yeigermeister and brisk ice lemonade. mix it and it tastes like sweet tea. new amsterdam is good. dont forget your everclear,0
what does alcohol do to your pancreas?,what alcohol do you recommend?,absinthe..... always gets everyone excited and inhibitions lowered :) j  ger bombs aqwa bombs anything that will excite your fellow party peopleown ideas0,0
what does alcohol do to your pancreas?,christian alcohol & drug counseling i wanted to know how much does it pay and how long do i have to go to school for it and what does it involve and what do i have to do for me to uptain a degree for it and i just basically want to know all the information thank you very much !,according to the payscale website+ the average pay for substance abuse counselors are anywhere from $23+987 - $50+827. you could probably earn more if you started your own firm. depending on the state+ it may be necessary to obtain a masters degree.,0
what does alcohol do to your pancreas?,christian alcohol & drug counseling i wanted to know how much does it pay and how long do i have to go to school for it and what does it involve and what do i have to do for me to uptain a degree for it and i just basically want to know all the information thank you very much !,none,0
i am an alcoholic and my family hates me for it please help me.?,alcoholic mother+ please help!?,"your situation is awful. unfortunately youre paying the price for your mothers inability to get real help for her addition. i have some advice for you that might help+ but youll have to be very smart and patient because you might not get the answers you need/want right away. basically youll have to do some asking around in order to find the right person to help you with your unique situation. aa does help a lot of people+ but its not a \sure thing\"" for every addict. your mom experienced some sort of trauma in her life+ and this caused her to numb herself by using alcohol and drugs. life is difficult+ and certain people have poor coping skills. they turn to drugs to numb themselves from the emotional pain they experience in daily life. its a way of avoiding her personal history and all the things/people who have hurt and disappointed her during her life. please keep in mind that your moms negative experience with aa doesnt mean she isnt curable. aa is a twelve-step program+ but usually hardcore alcoholics and drug abusers need one-on-one psychological therapy with a really qualified psychologist or psychiatrist-- someone with a ph.d. in family therapy and addiction. i doubt the aa group leader she experienced was this qualified. also+ some people dont feel comfortable discussing all their problems in a group setting (its like baring all your nasty secrets to total strangers.) keep in mind that she has to want to change her life for herself and for her family-- otherwise therapy is really useless. aa is not the only program out there for alcohol and drug addiction. having said all this+ i want to suggest seeking some help in several places. you can explore all of them and make the decision (for yourself) what you think is the best option for your mother or yourself. 1. a social worker at a hospital might be able to help you. you could go to a local hospital emergency room+ and ask if you could speak with a social worker about your situation. they also might be able to help your mother get some free or low cost therapy and/or treatment programs that are not like aa. many psychologists can give your mother therapy on a \""sliding scale\"" where your payment is based on your mothers current income. if you make less money per year+ you pay less money for therapy. you can ask them about this too. 2. if you think therapy is the way to go+ you can see several psychologists in your town. tell them youre interested in learning about their services for family therapy and addiction. tell them youre 14 and dont have any money to give them+ but you really need advice about a serious family problem. tell them about your unique situation+ and ask for their help/advice. if they dont offer therapy on a \""sliding scale+\"" then ask them if they know of any high quality+ but low cost options for your mother and your family. 3. a guidance counselor at your school might be aware of options. you must (however) make sure that you expect them to keep your situation private+ and not to contact your mom until youve come up with a plan together. 4. the last option would be a crisis hotline. if you have exhausted your options+ or if your mom refuses to get help-- you have to come up with a plan to leave the house and live elsewhere. you might have the option of living with a grandparent+ aunt+ or uncle+ but this is unique for every family+ and may be complicated if you have any brothers and sisters involved. you sound like a wonderful+ smart person. youre really mature because youre forced to be in an adult situation. i want to tell you-- cutting yourself (like your moms addiction) wont numb the pain youre feeling. harming yourself is a way of showing on the outside how youre feeling inside. im sure you   re also hopeful that your mom will see how much pain shes causing you and she will stop behaving the way she does. in this sense+ you   re setting up yourself for disappointment because your mom   s behavior doesn   t change and you   re back into the cycle of harming yourself. hang in there+ sweetie-- youve come this far+ and help is available. in the meantime+ i strongly suggest that you read this book: toxic parents: overcoming their hurtful legacy and reclaiming your life by susan forward and craig buck http://www.amazon.com/s/ref=nb_sb_noss?u    theres a chapter specifically on alcoholic parents and i think youll find it really revealing. you can buy it online+ or order it from a local library. see a librarian and they can help you find the book. i wish you the best of luck in the world. you can also seek help at a local church if you feel comfortable doing that. im sure someone there would help you (they might even agree to go with you to the psychologists offices+ and offer you some adult support.) hang in there-- things will get better. hugs.""",0
i am an alcoholic and my family hates me for it please help me.?,alcoholic mother+ please help!?,i am somewhat going through the same situation... get your family together when shes sober and try to talk to her about it. let her realize how its effecting everyone she loves. make sure to remind her your confronting this about her because you care and love her+ but do not expect her to just quit right away.. if you see improvement compliment her on it the next day! alcohol is a very addictive drug and alcoholism is a disease that basically controls the individual+ they are not trying to hurt you. if talking does not doesnt work there are free meetings and groups about alcoholism that you should recommend to your mother if you are not seeing improvement or it is getting worse. (i know you said dont telll you about this but im just stating an option:) ) http://www.al-anon.alateen.org/is-alanon-for-you?gclid=cjbiwcbf4becfqmfnqod3diajqpersonal experience0,0
i am an alcoholic and my family hates me for it please help me.?,alcoholic father - please help!!!!?,al-anon/alateen is a great resource for you and its free. they are meetings for spouses/children of alcoholics. they have meetings in most cities if you do some research you will be able to find one. aa is also a 12 step program that is free and available to most people if your dad is willing to try it. it took my mom 4 different tries before she finally made friends at her aa program and gave up the juice. 3 months sober!,1
i am an alcoholic and my family hates me for it please help me.?,alcoholic father - please help!!!!?,if he drinks all day....is he retired or what?! how do the bills get paid?! first thing to know is+ you cannot reason with a drunk....no way jose! you will need a family intervention. and when he is sober i reco starting out by secretly video taping him when he is drunk+ and incoherent and when he is passed out. video the liquor bottles all over as well. so it may take some time to get all the footage and get it edited properly. when you are drunk the world looks a certain way+ when you are sober looking at yourself and you are obviously out of control+ its a shock to the system...and just what he needs to give him the motivation then you will have to pick a time to show it to him when he is sober and has yet to have a drink..... you will have to decide whether or not to have just the immediate family there or the extended family and perhaps even neighbors there for the showing of the video. the video should put him on notice and give him a cold shot of reality to think about id also get a hold of the folks at aa and get some feedback from them about options in your case. best wishesinquire at blue cross to see if you can have him committed to a sanitarium for 90 days to sober up and get treatment....but he has to see that video....hopefully he will break down and weep...that should make it easier to get him to dry out prior to joining aa or other group for support. its a terrible disease...i wish you the best0,0
i am an alcoholic and my family hates me for it please help me.?,i really need help with my drug and alcohol test !! please help!!!!!!!?,you have got to be kidding! at least try to do some of the work on your own. dont be so lazy.,0
i am an alcoholic and my family hates me for it please help me.?,i really need help with my drug and alcohol test !! please help!!!!!!!?,t.t.f.b.c.t.a.b.t.t.f.t...idk....f.d.t.f    t:true f:false hope this helps study though next time ktook same test at online school last year0,0
i am an alcoholic and my family hates me for it please help me.?,i have a problem with drinking alcohol. please help?,step 1. dont drink.,1
i am an alcoholic and my family hates me for it please help me.?,i have a problem with drinking alcohol. please help?,if you drink and you black out+ i hate to inform you of this+ but you have a drinking problem. as in - you will never be able to drink like non-alcoholics.0,1
confused about my alcoholic boyfriend?,should i break up with my alcoholic boyfriend?,alcoholism is probably the most destructive disease on earth. it destroys everything in its path. as much as it pains me to tell you this+ its time you get out of this relationship. it will end up in a very ugly way if you continue. been there.,1
confused about my alcoholic boyfriend?,should i break up with my alcoholic boyfriend?,none,0
confused about my alcoholic boyfriend?,help my alcoholic friend?,"\man up\"" and be blunt. say \""its obvious you have a problem that is killing you+ and will get you killed. its killing me to watch you do this to yourself. you need help. if you want it+ these people can help you.\""""",1
confused about my alcoholic boyfriend?,help my alcoholic friend?,none,0
confused about my alcoholic boyfriend?,would you give an alcoholic boyfriend a second chance one day?,it seems like you are really trying and that is good. the problem is+ he sort of moved on since you were having the problems. that doesnt mean you two can never be together its just not for a while+ which you understand. i would let someone that fully changed back into my life+ especially if i loved the person. i would have never wanted to kick them out of my life but it was for their best interests and i would want them back when they have been able to fix the problems they have. you obviously have to continuing doing what youre doing+ fighting your alcoholism as you said you know you have to. i would tell him that you still love him and know that he is in a relationship but also tell him that you will be there and you are fixing yourself. tell him that if he can ever give you another chance you would love it+ though you know it will be a while youll always love him so whenever he can come back is great. tell him that he helped you by not enabling you and that you love him for that and for all the great things about him+ tell him some of the things you love about him. tell him that your life is automatically better because you knew him and if he could ever give you another chance you would just more eternally grateful than you already are.,1
confused about my alcoholic boyfriend?,would you give an alcoholic boyfriend a second chance one day?,none,0
what will happen to me if i keep smoking weed and drinking alcohol to escape reality?,what worse smoking weed or drinking alcohol?,drinking is much worse. the person who said weed is unhealthier is misinformed. alcohol is dangerous on many levels. it rots you from the inside out. its also addicting and gives people courage they wouldnt have otherwise like driving drunk. i also dont know anyone who smoked a joint and went and picked a fight for no reason. neither are good for you in large doses but ive done both and alcohol has almost gotten me killed a coulpe of times. anyone who says weed is more dangerous is a fool.,0
what will happen to me if i keep smoking weed and drinking alcohol to escape reality?,what worse smoking weed or drinking alcohol?,smoking crack and eating children1,0
what will happen to me if i keep smoking weed and drinking alcohol to escape reality?,what can happen if u completely stop drinking alcohol?,"it depends upon how much and for how long the individual has been drinking alcohol. if the person was addicted to it and imbibed much always+ it could kill them. its called delirium tremens. accoording to wikipedia+ \the main symptoms of delirium tremens are confusion+ diarrhoea+ insomnia+ nightmares+ disorientation and agitation and other signs of severe autonomic instability (fever+ tachycardia+ hypertension).[7] these symptoms may appear suddenly but can develop 2   3 days after cessation of drinking heavily with its highest peak/ intensity on the fourth or fifth day.\""""",0
what will happen to me if i keep smoking weed and drinking alcohol to escape reality?,what can happen if u completely stop drinking alcohol?,it all depends on how long youve been drinking and how much you drink1,1
what will happen to me if i keep smoking weed and drinking alcohol to escape reality?,"at school im taking this drug abuse class and our topic next week is \what diseases can you get from drinking alcohol too much? \""""",boss_lady+ there are several diseases+ some fatal+ which you can get from drinking too much alcohol+ both short-term and long-term. i have seen young men chug-a-lug (rapidly drink) a whole pint of bourbon) and die in a couple of hours from acute ethanol (alcohol) intoxication as their brains breathing center stops working. in others+ strong alcohol irritates the stomach lining and causes the person to vomit (acute alcoholic gastritis) and retch as the vomit goes back up into the mouth and then down again into the trachea to cause severe chemical pneumonia and death. or+ the strong alcohol can severely burn the surface of the stomach and cause acute gastric hemorrhage of the stomach surface with massive bleeding and possible death. chronic alcoholic or binge drinkers may be found dead along the beach or elsewhere with the only disease being acute fatty change of the liver where individual liver cells are packed with fat deposits. chronic alcoholics can continually damage their liver and cause increasing scars which leads to fibrosis and then cirrhosis which next causes the veins in the esophagus to balloon out+ become thin-walled (esophageal varices)+ and then suddenly rupture as the rapidly dying person loses most of their body blood coming out of their mouth. its a messy scene. then+ in some people+ if they live+ alcohol abuse may lead to experimenting with use of other hard drugs+ sexually-transmitted disease while under the influence+ date rape+ inability to hold a job+ and total family destruction.,1
what will happen to me if i keep smoking weed and drinking alcohol to escape reality?,"at school im taking this drug abuse class and our topic next week is \what diseases can you get from drinking alcohol too much? \""""",you can get alcoholic liver disease from drinking to much alcohol1,1
correlation between cancer and alcohol?,conclusion for my speech about alcohol?,"hmm+ how about repeating a bit of your main points in a rhetorical question? instead of saying: \alcohol gives you liver problems and can lead to death. imagine what your family would think when youre gone. blah+ blah+ blah..\"" it would sound reeeally good if you sound a bit forceful and aggressive at the end: \""the abuse of alcohol not only leads to addiction+ complete brain damage+ and in inevitable liver failure<semcol> it also leads to death. do you want to be the guy to cause your family and friends so much pain and loss because you couldnt even put down your drink? do you want to be the one whose name is last on the transplant list because you couldnt stop your addiction? no. you dont+ and no one in the right mind would die for that.\"" then maybe throw in a percentage or something and you should have a great conclusion! hope this helped+ -morgan :)""",0
correlation between cancer and alcohol?,conclusion for my speech about alcohol?,assuming you are in the lower levels of school+ you could probably just get away with rewording your first paragraph. have your topic/first sentence also be your concluding sentence. so if your first paragraph looked something like this: alcohol can be very dangerous. it can lead to brain damage+ drinking addictions and bad decisions+ such as drunk driving blah blah blah etc. say something like: blah blah blah etc. excessive consumption of alchohol can lead to brain damage+ drinking addictions and bad decisions+ such as drunk driving. see what i did there? and i hope for your sake your essay looks/sounds a lot better than my example(<semcol> good luck0,0
correlation between cancer and alcohol?,creatine and nitrocel with alcohol?,hes coming down from all the stimulants in the pre-workout. he needs to rest and drink lots of water.,0
correlation between cancer and alcohol?,creatine and nitrocel with alcohol?,none,0
correlation between cancer and alcohol?,is there any difference between being and alcoholic....?,someone who is addicted to alcohol cant get away from it. an alcoholic can be using alcohol to help with emotional problems. it could also be an addiction. if youre using alcohol as a way to solve problems+ thats a sign of alcoholism,0
correlation between cancer and alcohol?,is there any difference between being and alcoholic....?,no+ theyre basically the same thing. your girlfriend is dumb.0,0
correlation between cancer and alcohol?,is there any relation between this and alcohol use since their effects are kind of similar?,there is no relation between the two and never mix the two,0
correlation between cancer and alcohol?,is there any relation between this and alcohol use since their effects are kind of similar?,nope.. completely different0,0
drugs or alcohol which is worse!!!?,which thing is more dangerous drugs or alcohol ?,"drug experts say alcohol worse than crack or heroin (reuters) - alcohol is a more dangerous drug than both crack and heroin when the combined harms to the user and to others are assessed+ british scientists said monday. presenting a new scale of drug harm that rates the damage to users themselves and to wider society+ the scientists rated alcohol the most harmful overall and almost three times as harmful as cocaine or tobacco. according to the scale+ devised by a group of scientists including britains independent scientific committee on drugs (iscd) and an expert adviser to the european monitoring center for drugs and drug addiction (emcdda)+ heroin and crack cocaine rank as the second and third most harmful drugs. ecstasy is only an eighth as harmful as alcohol+ according to the scientists analysis. professor david nutt+ chairman of the iscd+ whose work was published in the lancet medical journal+ said the findings showed that \aggressively targeting alcohol harms is a valid and necessary public health strategy.\"" he said they also showed that current drug classification systems had little relation to the evidence of harm. alcohol and tobacco are legal for adults in britain and many other countries+ while drugs such as ecstasy and cannabis and lsd are often illegal and carry the threat of prison sentences. \""it is intriguing to note that the two legal drugs assessed -- alcohol and tobacco -- score in the upper segment of the ranking scale+ indicating that legal drugs cause at least as much harm as do illegal substances+\"" nutt+ who was formerly head of the influential british advisory council on the misuse of drugs (acmd)+ said in a statement about the study. nutt was forced to quit the acmd a year ago after publicly criticizing ministers for ignoring scientific advice suggesting cannabis was less harmful than alcohol. the world health organization estimates that risks linked to alcohol cause 2.5 million deaths a year from heart and liver disease+ road accidents+ suicides and cancer -- accounting for 3.8 percent of all deaths. it is the third leading risk factor for premature death and disabilities worldwide. in an effort to offer a guide to policy makers in health+ policing+ and social care+ nutts team rated drugs using a technique called multicriteria decision analysis (mcda) which assessed damage according to nine criteria on harm to the user and seven criteria on harm to others. harms to the user included things such as drug-specific or drug-related death+ damage to health+ drug dependence and loss of relationships+ while harms to others included crime+ environmental damage+ family conflict+ international damage+ economic cost+ and damage to community cohesion. drugs were then scored out of 100+ with 100 given to the most harmful drug and zero indicating no harm at all. the scientists found alcohol was most harmful+ with a score of 72+ followed by heroin with 55 and crack with 54. among some of the other drugs assessed were crystal meth (33)+ cocaine (27)+ tobacco (26)+ amphetamine or speed (23)+ cannabis (20)+ benzodiazepines+ such as valium (15)+ ketamine (15)+ methadone (14)+ mephedrone (13)+ ecstasy (9)+ anabolic steroids (9)+ lsd (7) and magic mushrooms (5).""",1
drugs or alcohol which is worse!!!?,which thing is more dangerous drugs or alcohol ?,depends on the drug or alcohol involved. heroin+ crack and meth ul kill ya much quicker than a 6-pack of bud every now and then. marijuana has killed zero while vodka and liquor kill literally thousands of kids a day from drunk drivers.3,1
drugs or alcohol which is worse!!!?,tobacco and alcohol+ which is worse?,tobacco is far more harmfull than alcohol. alcohol if taken in proper amount does not harm our body but work as diuretic and is benifitial. only continuos overdose of it cause fatty liver. on the other side tobacco has nicotin which is very addictive and damage our synapse.harmfull organic compounds and carbon dust is present in smoke which cause emphysema and increse chances of cancer.,0
drugs or alcohol which is worse!!!?,tobacco and alcohol+ which is worse?,tobacco0,0
drugs or alcohol which is worse!!!?,i was wondering+ in your opinion+ do you think the reason why alcohol is legal and other drugs which arent as harmful+ mind damaging+ and addicting like weed arent is because the government wants some people to become alcoholics so they can become victims? ,not so much+ alcohol is a big money maker for governments <semcol>) governments have no morals or hearts<semcol> money comes before the health of their nation. if alcohol didnt make so much money for them+ itd be banned considering the damage it does probably i guess you could say it keeps society under control in the sense that governments wont ban alcohol as to satisfy the nation who would go mad if they did. and so the people get a false feeling of satisfaction of their government and feel like theyre doing something for them alcohol is more precious to the nation than the other drugs,0
drugs or alcohol which is worse!!!?,i was wondering+ in your opinion+ do you think the reason why alcohol is legal and other drugs which arent as harmful+ mind damaging+ and addicting like weed arent is because the government wants some people to become alcoholics so they can become victims? ,none,0
abusive relationship drug and alcohol abuse?,songs about getting over drug and alcohol abuse?,none,0
